,index,artist,gender,age,type,country,city_1,district_1,city_2,district_2,city_3,district_3
7029,2025,Tia Lee,female,33,person,JP,n/a,n/a,n/a,Futamatagawa,,
7030,2026,Djodje,male,31,person,CV,n/a,n/a,n/a,n/a,,
7031,2027,"Sasha, Benny y Erik",mixed,8,group,MX,n/a,n/a,,,,
7032,2028,David Lindgren,male,38,person,SE,n/a,n/a,Skellefteå,n/a,,
7033,2029,yirmi7,,0,,,,,,,,
7034,2030,BENIM,,0,,,,,,,,
7035,2031,Unga Scener,female,37,person,US,n/a,n/a,,,,
7036,2032,HT,mixed,0,group,SK,n/a,n/a,,,,
7037,2033,Grupo Play,mixed,16,group,AR,n/a,n/a,,,,
7038,2034,SALES,mixed,0,group,,Orlando,n/a,,,,
7039,2035,Mako,mixed,0,group,,Los Angeles,n/a,,,,
7040,2036,Agnete,female,0,person,,,,,,,
7041,2037,Gobs,mixed,0,group,DE,n/a,n/a,,,,
7042,2038,Úlfur Úlfur,mixed,9,group,IS,n/a,n/a,n/a,n/a,,
7043,2039,Silly Fools,mixed,25,group,TH,n/a,n/a,Bangkok,n/a,,
7044,2040,Nguyen Ha,,0,,VN,n/a,n/a,,,,
7045,2041,Lil Geniuz,male,0,person,PR,n/a,n/a,,,,
7046,2042,Jananas,mixed,15,group,CZ,n/a,n/a,,,,
7047,2043,David Stypka,male,69,person,GB,n/a,n/a,n/a,Brixton,New York,n/a
7048,2044,Cechomor,mixed,32,group,CZ,n/a,n/a,Praha,n/a,,
7049,2045,Bernt Hulsker,male,56,person,SE,n/a,n/a,,,,
7050,2046,Den nye Mads Hansen,,0,,,,,,,,
7051,2047,Gia Woods,female,0,person,BR,n/a,n/a,,,,
7052,2048,Kuningas Pähkinä,male,0,person,FI,n/a,n/a,,,,
7053,2049,JUJU,female,44,person,JP,n/a,n/a,Shōbara,n/a,,
7054,2050,Daniel Schulz,male,0,person,,,,,,,
7055,2051,FUNKY MONKEY BABYS,mixed,16,group,JP,n/a,n/a,Hachiōji,n/a,,
7056,2052,L'aupaire,male,0,person,DE,n/a,n/a,,,,
7057,2053,OG Version,,0,,,,,,,,
7058,2054,Tiana Major9,female,24,person,,,,,,,
7059,2055,Juan Camilo El Indio,male,0,person,CO,n/a,n/a,,,,
7060,2056,Anna Carina,female,38,person,PE,n/a,n/a,Lima,n/a,,
7061,2057,Charity Children,mixed,0,group,,,,,,,
7062,2058,Caballero,male,0,person,BE,n/a,n/a,Barcelona,n/a,,
7063,2059,Noonie Bao,female,32,person,SE,n/a,n/a,n/a,n/a,,
7064,2060,Roland Clark,male,0,person,US,n/a,n/a,Newark,n/a,,
7065,2061,Dan Auerbach,male,41,person,US,n/a,n/a,Akron,n/a,,
7066,2062,Lucky Rose,male,0,person,CA,n/a,n/a,,,,
7067,2063,Carlos Right,male,0,person,ES,n/a,n/a,n/a,n/a,,
7068,2064,Greg Holden,male,0,person,,,,,,,
7069,2065,BINZ,male,32,person,VN,n/a,n/a,n/a,n/a,,
7070,2066,Bon Jovi,mixed,37,group,US,n/a,n/a,Sayreville,n/a,,
7071,2067,Vlospa,,0,,,,,,,,
7072,2068,Serhat Durmus,,0,,,,,,,,
7073,2069,Basenji,male,0,person,,Sydney,n/a,Sydney,n/a,,
7074,2070,Rosie Yang,female,28,person,TW,n/a,n/a,n/a,Queens,,
7075,2071,RIRI,female,0,person,JP,n/a,n/a,,,,
7076,2072,Sirah,female,32,person,US,n/a,n/a,n/a,n/a,,
7077,2073,Lune,female,0,person,SE,n/a,n/a,,,,
7078,2074,Lucio Battisti,male,55,person,IT,n/a,n/a,n/a,n/a,Milan,n/a
7079,2075,Grimes,female,32,person,CA,n/a,n/a,Vancouver,n/a,,
7080,2076,Tep No,,0,,,Toronto,n/a,,,,
7081,2077,Sayedar,male,0,person,TR,n/a,n/a,,,,
7082,2078,Emani22,,0,,US,n/a,n/a,,,,
7083,2079,Iliass,,0,,,,,,,,
7084,2080,Querbeat,mixed,19,group,DE,n/a,n/a,,,,
7085,2081,Kevvo,,0,,,,,,,,
7086,2082,Mika Zibanejad,male,36,person,GB,n/a,n/a,Beirut,n/a,,
7087,2083,J Soul Brothers III from EXILE TRIBE,mixed,9,group,JP,n/a,n/a,n/a,n/a,,
7088,2084,Magic Power,mixed,10,group,TW,n/a,n/a,n/a,n/a,n/a,n/a
7089,2085,Birol Namoğlu (GRİPİN),,0,,,,,,,,
7090,2086,edi,male,0,person,AT,n/a,n/a,,,,
7091,2087,Amrit Maan,male,28,person,IN,n/a,n/a,n/a,n/a,,
7092,2088,The Score,mixed,5,group,US,n/a,n/a,New York,n/a,,
7093,2089,Zizan Razak,female,0,person,,n/a,n/a,,,,
7094,2090,Erik Segerstedt,male,37,person,SE,n/a,n/a,Uddevalla,n/a,,
7095,2091,Pamela,female,47,person,TR,n/a,n/a,Heidelberg,n/a,,
7096,2092,Cakra Khan,male,28,person,ID,n/a,n/a,n/a,n/a,,
7097,2093,Usop,,0,,,,,,,,
7098,2094,Beko,male,0,person,,Berlin,n/a,,,,
7099,2095,Tayla Parx,female,26,person,US,n/a,n/a,Dallas,n/a,,
7100,2096,Antti Ketonen,male,0,person,FI,n/a,n/a,,,,
7101,2097,Jickson,,0,,,,,,,,
7102,2098,Jassi,,0,,,,,,,,
7103,2099,Shyam Bhateja,mixed,0,group,SI,n/a,n/a,,,,
7104,2100,Denise Ho,female,43,person,HK,n/a,n/a,n/a,n/a,,
7105,2101,Tarek K.I.Z.,male,0,person,DE,n/a,n/a,,,,
7106,2102,Ron Buhnik,male,66,person,IT,n/a,n/a,n/a,n/a,,
7107,2103,Luca Di Stefano,male,86,person,IT,n/a,n/a,n/a,n/a,n/a,n/a
7108,2104,Mild,mixed,0,group,,Saarbrücken,n/a,,,,
7109,2105,SYML,male,37,person,US,n/a,n/a,n/a,n/a,,
7110,2106,Ibbe,male,0,person,DE,n/a,n/a,,,,
7111,2107,Junie,,0,,,,,,,,
7112,2108,Rabby Racks,,0,,,,,,,,
7113,2109,Felipe Muñiz,male,0,person,,,,,,,
7114,2110,Zehra,,0,,,,,,,,
7115,2111,Seth Gueko,male,39,person,FR,n/a,n/a,,,,
7116,2112,SHUNE,,0,,,n/a,n/a,,,,
7117,2113,Little Rose,female,0,person,NL,n/a,n/a,,,,
7118,2114,SRTW,mixed,0,group,,,,,,,
7119,2115,Corinne Bailey Rae,female,41,person,GB,n/a,n/a,Leeds,n/a,,
7120,2116,Fatboy L,mixed,24,group,SE,n/a,n/a,,,,
7121,2117,Daughter,mixed,10,group,GB,n/a,n/a,London,n/a,,
7122,2118,Piero Pelù,male,58,person,IT,n/a,n/a,,,,
7123,2119,เกรียน Peace,mixed,11,group,GB,n/a,n/a,Worcester,n/a,,
7124,2120,Buddha Bless,mixed,14,group,TH,n/a,n/a,,,,
7125,2121,Madison Mars,male,0,person,EE,n/a,n/a,,,,
7126,2122,Marco Masini,male,55,person,IT,n/a,n/a,n/a,n/a,,
7127,2123,Ashley Monroe,female,33,person,US,n/a,n/a,Knoxville,n/a,,
7128,2124,You Know Who,mixed,0,group,DK,n/a,n/a,,,,
7129,2125,The Chemical Brothers,mixed,31,group,GB,n/a,n/a,Manchester,n/a,,
7130,2126,Aksan,female,0,person,TR,n/a,n/a,,,,
7131,2127,Holak,male,0,person,PL,n/a,n/a,,,,
7132,2128,Sophie and the Giants,mixed,0,group,,Sheffield,n/a,,,,
7133,2129,Beta Berk Bayındır,,0,,,,,,,,
7134,2130,Blue Suede Daddys,,0,,,,,,,,
7135,2131,Laura Welsh,female,0,person,,,,,,,
7136,2132,Domino Saints,,0,,,,,,,,
7137,2133,Evdeki Saat,mixed,0,group,,,,,,,
7138,2134,Rahmania Astrini,,0,,,,,,,,
7139,2135,Leony,female,0,person,,,,,,,
7140,2136,Binz,male,32,person,VN,n/a,n/a,n/a,n/a,,
7141,2137,Nina Zilli,female,40,person,IT,n/a,n/a,n/a,n/a,,
7142,2138,Zwangere Guy,male,32,person,BE,n/a,n/a,n/a,n/a,,
7143,2139,Oliver Tree,male,27,person,,Santa Cruz,n/a,,,,
7144,2140,Kev Adams,male,0,person,FR,n/a,n/a,,,,
7145,2141,Sergio Ramos,,0,,,,,,,,
7146,2142,Louise CS,female,0,person,SE,n/a,n/a,,,,
7147,2143,Winati,,0,,,,,,,,
7148,2144,Mad Mark,,0,,,,,,,,
7149,2145,Sonideros de MEX USA,mixed,30,group,HU,n/a,n/a,,,,
7150,2146,Cantores Minores,,68,,FI,n/a,n/a,n/a,n/a,,
7151,2147,Javed Ali,male,0,person,IN,n/a,n/a,,,,
7152,2148,Full Trunk,mixed,10,group,IL,n/a,n/a,,,,
7153,2149,Die drei ???,,14,,DE,n/a,n/a,,,,
7154,2150,Thomas Troelsen,male,38,person,DK,n/a,n/a,Skive,n/a,,
7155,2151,Sayani Gupta,,0,,,,,,,,
7156,2152,Rohan Joshi,,0,,,,,,,,
7157,2153,Taaha Shah,mixed,35,group,RU,n/a,n/a,Moskva,n/a,,
7158,2154,Sarika,female,0,person,GB,n/a,n/a,,,,
7159,2155,SAINT PHNX,mixed,0,group,,,,,,,
7160,2156,Alex Porat,,0,,,Split,n/a,,,,
7161,2157,The Verve,mixed,31,group,GB,n/a,n/a,Wigan,n/a,,
7162,2158,YOUNGGU,male,0,person,,,,,,,
7163,2159,Stine Bramsen,female,0,person,,,,,,,
7164,2160,Shlomo Artzi,,0,,,,,,,,
7165,2161,Märkä-Simo,male,32,person,FI,n/a,n/a,Paide,n/a,,
7166,2162,EXILE,mixed,21,group,JP,n/a,n/a,,,,
7167,2163,Eli Hsieh,,0,,,,,,,,
7168,2164,Axel,male,43,person,AR,n/a,n/a,Rafael Calzada,n/a,,
7169,2165,Dinah Jane,female,23,person,US,n/a,n/a,Santa Ana,n/a,,
7170,2166,Franco Califano,male,74,person,IT,n/a,n/a,Tripoli,n/a,Rome,n/a
7171,2167,Flyboy Tarantino,,0,,,,,,,,
7172,2168,Le Motel,male,29,person,BE,n/a,n/a,Brussels,n/a,,
7173,2169,Nomcebo Zikode,,0,,,,,,,,
7174,2170,Master KG,male,24,person,ZA,n/a,n/a,n/a,n/a,,
7175,2171,Anne Linnet,female,67,person,DK,n/a,n/a,Aarhus,n/a,,
7176,2172,Twins,mixed,19,group,HK,n/a,n/a,,,,
7177,2173,Brian McKnight,male,51,person,US,n/a,n/a,Buffalo,n/a,,
7178,2174,Little League,mixed,0,group,,,,,,,
7179,2175,SonReal,male,34,person,,Vancouver,n/a,Vernon,n/a,,
7180,2176,Kaly,male,0,person,IN,n/a,n/a,,,,
7181,2177,Bracket,mixed,28,group,US,n/a,n/a,Forestville,n/a,,
7182,2178,Yay,,0,,,,,,,,
7183,2179,Raya Real,mixed,40,group,ES,n/a,n/a,n/a,n/a,,
7184,2180,Yung Potato,mixed,8,group,AU,n/a,n/a,Byron Bay,n/a,,
7185,2181,Amanda Bergman,female,32,person,SE,n/a,n/a,,,,
7186,2182,ZARAMAY,,0,,,,,,,,
7187,2183,Hecht,mixed,0,group,CH,n/a,n/a,,,,
7188,2184,บิวกิ้น,,0,,,,,,,,
7189,2185,Foy Vance,male,46,person,GB,n/a,n/a,Bangor,n/a,,
7190,2186,Tatak Pinoy All-Stars,mixed,45,group,JP,n/a,n/a,,,,
7191,2187,Carmouflage Rose,male,0,person,AU,n/a,n/a,n/a,n/a,,
7192,2188,Arthur Nery,,0,,,,,,,,
7193,2189,Traditional,,0,,,,,,,,
7194,2190,Matisse & Sadko,mixed,0,group,,,,,,,
7195,2191,Jigar Saraiya,male,35,person,IN,n/a,n/a,Mumbai,n/a,,
7196,2192,El Reja,female,0,person,,,,,,,
7197,2193,Phil Spector,male,80,person,US,n/a,n/a,n/a,The Bronx,,
7198,2194,Richie Loop,male,0,person,JM,n/a,n/a,,,,
7199,2195,Ghemon,male,38,person,IT,n/a,n/a,n/a,n/a,,
7200,2196,My Marianne,female,65,person,DE,n/a,n/a,Berlin,n/a,,
7201,2197,Will Ferrell,male,53,person,US,n/a,n/a,Irvine,n/a,,
7202,2198,STUK,mixed,0,group,,,,,,,
7203,2199,The Wanted,mixed,11,group,GB,n/a,n/a,n/a,n/a,,
7204,2200,Ritalin,mixed,23,group,,Dunedin,n/a,,,,
7205,2201,FBC,,0,,,,,,,,
7206,2202,Jockiboi,male,34,person,SE,n/a,n/a,n/a,n/a,,
7207,2203,Remioromen,mixed,19,group,JP,n/a,n/a,n/a,n/a,,
7208,2204,Singto Numchok,male,37,person,TH,n/a,n/a,n/a,n/a,,
7209,2205,Far East Movement,mixed,17,group,US,n/a,n/a,,,,
7210,2206,Ronald Isley,male,79,person,US,n/a,n/a,Cincinnati,n/a,,
7211,2207,Bakyl,,0,,,,,,,,
7212,2208,Pacho El Antifeka,male,0,person,PR,n/a,n/a,,,,
7213,2209,Yei,mixed,4,group,,,,Miami,n/a,,
7214,2210,Croni-K,male,0,person,CL,n/a,n/a,,,,
7215,2211,Sharaya J,female,0,person,US,n/a,n/a,n/a,n/a,,
7216,2212,AGNEZ MO,female,34,person,ID,n/a,n/a,n/a,n/a,,
7217,2213,Jesús Chairez,male,0,person,,,,,,,
7218,2214,Bølgen,mixed,0,group,DK,n/a,n/a,,,,
7219,2215,Jackson Wang,male,26,person,KR,n/a,n/a,n/a,n/a,,
7220,2216,Kate Winslet,female,44,person,GB,n/a,n/a,n/a,n/a,,
7221,2217,Broski,,0,,,,,,,,
7222,2218,Zakkum,mixed,21,group,TR,n/a,n/a,n/a,n/a,,
7223,2219,Vega,male,35,person,DE,n/a,n/a,Langen,n/a,,
7224,2220,Dyro,male,28,person,,,,Leiden,n/a,,
7225,2221,Mr. Vegas,male,45,person,JM,n/a,n/a,n/a,n/a,,
7226,2222,Pei-Yu Hong,female,29,person,,Kaohsiung,n/a,Kaohsiung,n/a,,
7227,2223,Big Soto,,0,,,,,,,,
7228,2224,Paul Kelly,male,65,person,AU,n/a,n/a,Adelaide,n/a,,
7229,2225,Alivor,,0,,,,,,,,
7230,2226,DJ Last One,male,0,person,,,,,,,
7231,2227,The Temptations,mixed,60,group,US,n/a,n/a,Detroit,n/a,,
7232,2228,Dstance,mixed,0,group,,,,,,,
7233,2229,Rhymastic,male,28,person,VN,n/a,n/a,Hanoi,n/a,,
7234,2230,Karl William,male,25,person,DK,n/a,n/a,Aarhus,n/a,,
7235,2231,JayMoreLife,,0,,,,,,,,
7236,2232,Danti,male,38,person,IT,n/a,n/a,,,,
7237,2233,Anton,male,72,person,AT,n/a,n/a,Ansfelden,n/a,Wien,n/a
7238,2234,Bahadır Sağlam,male,0,person,TR,n/a,n/a,,,,
7239,2235,Patron,male,32,person,,n/a,n/a,n/a,n/a,,
7240,2236,KAKTOV,,0,,,,,,,,
7241,2237,Mavi Gri,male,42,person,TR,n/a,n/a,,,,
7242,2238,Kinderen Voor Kinderen,mixed,40,group,NL,n/a,n/a,n/a,n/a,,
7243,2239,Yung Bans,male,0,person,,,,,,,
7244,2240,Frank Walker,male,0,person,US,n/a,n/a,,,,
7245,2241,Valovuosi,,0,,,,,,,,
7246,2242,Bosse,male,40,person,DE,n/a,n/a,Braunschweig,n/a,,
7247,2243,Väinöväinö,,0,,FI,n/a,n/a,,,,
7248,2244,P,female,40,person,US,n/a,n/a,Doylestown,n/a,,
7249,2245,SiR,male,33,person,US,n/a,n/a,Inglewood,n/a,,
7250,2246,Grillat & Grändy,mixed,0,group,SE,n/a,n/a,,,,
7251,2247,Talis e Welinton,mixed,0,group,DE,n/a,n/a,,,,
7252,2248,Theoz,male,17,person,SE,n/a,n/a,n/a,n/a,,
7253,2249,Axel Ehnström,male,29,person,FI,n/a,n/a,,,,
7254,2250,Aled Jones,male,49,person,GB,n/a,n/a,Bangor,n/a,,
7255,2251,Lennis Rodriguez,,0,,,,,,,,
7256,2252,Penny Tai,female,42,person,TW,n/a,n/a,Segamat,n/a,,
7257,2253,Jane XØ,female,0,person,,,,,,,
7258,2254,Zookeepers,,0,,,,,,,,
7259,2255,Angelica Vale,,0,,,,,,,,
7260,2256,Sky,mixed,41,group,GB,n/a,n/a,London,n/a,,
7261,2257,Øystein Hegvik,,0,,,,,,,,
7262,2258,Bridgit Mendler,female,27,person,US,n/a,n/a,n/a,n/a,,
7263,2259,RAY BLK,female,26,person,GB,n/a,n/a,n/a,n/a,,
7264,2260,Taro Urashima,,0,,,,,,,,
7265,2261,Konstantinos Argiros,,0,,,,,,,,
7266,2262,Xir,male,0,person,TR,n/a,n/a,,,,
7267,2263,A$AP ANT,male,0,person,US,n/a,n/a,,,,
7268,2264,Lynda,female,38,person,MX,n/a,n/a,,,,
7269,2265,Paradise Hotel 2019,mixed,0,group,UY,n/a,n/a,,,,
7270,2266,KILATE TESLA,mixed,39,group,US,n/a,n/a,Sacramento,n/a,,
7271,2267,Jadson Vianna,mixed,17,group,,n/a,n/a,n/a,n/a,,
7272,2268,Motta,male,0,person,,Rio de Janeiro,n/a,,,,
7273,2269,Martin Halla,male,0,person,,,,,,,
7274,2270,Emilio,male,17,person,,Ciudad de México,n/a,Ciudad de México,n/a,,
7275,2271,Sukriti Kakar,other,0,person,IN,n/a,n/a,,,,
7276,2272,Oualid,male,26,person,NL,n/a,n/a,n/a,n/a,,
7277,2273,Gusi,male,36,person,CO,n/a,n/a,Puerto la Cruz,n/a,,
7278,2274,Lakman,male,0,person,DE,n/a,n/a,,,,
7279,2275,Kallula,male,0,person,,,,,,,
7280,2276,Gnags,mixed,52,group,DK,n/a,n/a,Skjern,n/a,,
7281,2277,Apollo G,mixed,0,group,DE,n/a,n/a,,,,
7282,2278,Coucheron,,0,,,,,,,,
7283,2279,Lizi,female,0,person,GE,n/a,n/a,,,,
7284,2280,Benab,male,0,person,FR,n/a,n/a,,,,
7285,2281,Paula Fernandes,female,36,person,BR,n/a,n/a,,,,
7286,2282,Ümit Besen,male,63,person,TR,n/a,n/a,n/a,n/a,,
7287,2283,Wassila,female,0,person,,,,,,,
7288,2284,Jesse Kaikuranta,male,0,person,FI,n/a,n/a,,,,
7289,2285,Pamela Spence,female,47,person,TR,n/a,n/a,Heidelberg,n/a,,
7290,2286,Power Peralta,,0,,CL,n/a,n/a,,,,
7291,2287,Josephine,mixed,0,group,,Glasgow,n/a,,,,
7292,2288,Aj B,,0,,,,,,,,
7293,2289,Rolando Ochoa,male,43,person,CO,n/a,n/a,n/a,n/a,,
7294,2290,Alex Hosking,female,51,person,US,n/a,n/a,,,,
7295,2291,PS1,male,0,person,,,,,,,
7296,2292,Kasalla,mixed,9,group,DE,n/a,n/a,,,,
7297,2293,Axel Schylström,male,27,person,SE,n/a,n/a,Norrköping,n/a,,
7298,2294,Childish Major,male,0,person,,,,,,,
7299,2295,Juancho Sidecars,mixed,14,group,ES,n/a,n/a,,,,
7300,2296,Kevin,,0,,,,,,,,
7301,2297,Miguel Bosé,male,64,person,ES,n/a,n/a,Panama City,n/a,,
7302,2298,Daniel Okas,male,69,person,EE,n/a,n/a,,,,
7303,2299,Javy Ramírez,,0,,,,,,,,
7304,2300,Skandaali,male,0,person,FI,n/a,n/a,,,,
7305,2301,Sachin Sanghvi,,0,,,,,,,,
7306,2302,You+Me,mixed,6,group,US,n/a,n/a,,,,
7307,2303,Yuval Dayan,female,25,person,IL,n/a,n/a,n/a,n/a,,
7308,2304,Petra,mixed,48,group,US,n/a,n/a,,,,
7309,2305,Estilo Libre,,0,,,,,,,,
7310,2306,Volkan Konak,male,53,person,TR,n/a,n/a,,,,
7311,2307,Diva Faune,mixed,0,group,FR,n/a,n/a,,,,
7312,2308,Knochen MC,mixed,33,group,DE,n/a,n/a,,,,
7313,2309,Raf Camor,male,36,person,AT,n/a,n/a,Vevey,n/a,,
7314,2310,Adrijana,female,22,person,SE,n/a,n/a,n/a,n/a,,
7315,2311,Mansa,,0,,,,,,,,
7316,2312,Mikko Kuustonen,male,60,person,FI,n/a,n/a,n/a,n/a,,
7317,2313,Badoxa,male,0,person,AO,n/a,n/a,,,,
7318,2314,Toro y Moi,male,33,person,US,n/a,n/a,Columbia,n/a,,
7319,2315,Luck Ra,male,0,person,,,,,,,
7320,2316,Fukking Hero,male,0,person,,Berlin,n/a,,,,
7321,2317,Kenji Wu,male,40,person,TW,n/a,n/a,Kaohsiung,n/a,,
7322,2318,Yiyo Sarante,male,0,person,,,,n/a,n/a,,
7323,2319,Agoney,male,24,person,,n/a,n/a,n/a,n/a,,
7324,2320,YOON MI RAE,female,39,person,KR,n/a,n/a,Fort Hood,n/a,,
7325,2321,Pipa Para Tabaco,,0,,ES,n/a,n/a,,,,
7326,2322,The voice of Holland,,0,,,,,,,,
7327,2323,Achey,male,46,person,US,n/a,n/a,Harlan,n/a,,
7328,2324,Mendoza,mixed,0,group,SE,n/a,n/a,,,,
7329,2325,Billkin,,0,,,,,,,,
7330,2326,Yovie & Nuno,mixed,19,group,ID,n/a,n/a,Bandung,n/a,,
7331,2327,Fred & Gustavo,mixed,11,group,BR,n/a,n/a,n/a,n/a,,
7332,2328,Alina Baraz,female,26,person,US,n/a,n/a,Cleveland,n/a,,
7333,2329,Grace VanderWaal,female,16,person,US,n/a,n/a,Kansas City,n/a,,
7334,2330,Blue Öyster Cult,mixed,53,group,US,n/a,n/a,Stony Brook,n/a,,
7335,2331,Raffa Torres,male,0,person,BR,n/a,n/a,,,,
7336,2332,Elin Bergman,female,24,person,SE,n/a,n/a,Umeå,n/a,,
7337,2333,RC BAND,mixed,0,group,,Montevideo,n/a,,,,
7338,2334,Sanne Salomonsen,female,64,person,DK,n/a,n/a,Copenhagen,n/a,,
7339,2335,Nikos Oikonomopoulos,male,0,person,GR,n/a,n/a,,,,
7340,2336,Wilkinson,male,31,person,,London,n/a,London,n/a,,
7341,2337,Royki,,0,,,,,,,,
7342,2338,Kiki Dee,female,73,person,GB,n/a,n/a,n/a,Little Horton,,
7343,2339,Mario,male,33,person,US,n/a,n/a,Baltimore,n/a,,
7344,2340,MD$,male,0,person,FI,n/a,n/a,,,,
7345,2341,Niklas Ibach,male,0,person,,Stuttgart,n/a,,,,
7346,2342,Melissa Horn,female,33,person,SE,n/a,n/a,Stockholm,n/a,,
7347,2343,Bill Pinkney,male,81,person,,n/a,n/a,n/a,n/a,Daytona Beach,n/a
7348,2344,Jaakko Laitinen,male,0,person,FI,n/a,n/a,,,,
7349,2345,Garagen Larrys,mixed,0,group,,,,,,,
7350,2346,余枫,female,24,person,JP,n/a,n/a,Yokosuka,n/a,,
7351,2347,HMZ,,0,,,,,,,,
7352,2348,Rosie Delmah,female,0,person,SB,n/a,n/a,n/a,n/a,,
7353,2349,Garelli,female,65,person,IT,n/a,n/a,n/a,n/a,Rome,n/a
7354,2350,Zack De La Rocha,male,50,person,US,n/a,n/a,Long Beach,n/a,,
7355,2351,Orodembow,,0,,,,,,,,
7356,2352,Bibic,male,63,person,SI,n/a,n/a,,,,
7357,2353,Alberto,male,0,person,,,,,,,
7358,2354,Milli,male,0,person,DE,n/a,n/a,,,,
7359,2355,Moncho,male,0,person,,,,,,,
7360,2356,Sabaton,mixed,21,group,SE,n/a,n/a,Falun,n/a,,
7361,2357,Sanluis,mixed,0,group,VE,n/a,n/a,,,,
7362,2358,UVERworld,mixed,17,group,JP,n/a,n/a,Kusatsu,n/a,,
7363,2359,Jesús Navarro,male,34,person,MX,n/a,n/a,Mexicali,n/a,,
7364,2360,A.CHAL,male,0,person,US,n/a,n/a,n/a,n/a,,
7365,2361,Joznez,male,26,person,DE,n/a,n/a,Villingen-Schwenningen,n/a,,
7366,2362,Kovee,,0,,,,,,,,
7367,2363,WHTKD,male,0,person,,Düsseldorf,n/a,,,,
7368,2364,Kriss,,0,,,,,,,,
7369,2365,Ill Quentin,mixed,0,group,,n/a,n/a,,,,
7370,2366,Chiara Galiazzo,female,33,person,IT,n/a,n/a,n/a,n/a,,
7371,2367,Nathan K,male,49,person,DE,n/a,n/a,Berlin,n/a,,
7372,2368,La Synesia,mixed,0,group,,,,,,,
7373,2369,DEM,male,0,person,EE,n/a,n/a,,,,
7374,2370,Maiki,,0,,,,,,,,
7375,2371,Jocelyn Alice,female,0,person,,,,,,,
7376,2372,Snøfall,,0,,,,,,,,
7377,2373,Dylan Fuentes,male,0,person,CO,n/a,n/a,Barranquilla,n/a,,
7378,2374,SONNY,male,89,person,US,n/a,n/a,n/a,Harlem,,
7379,2375,Happoradio,mixed,19,group,FI,n/a,n/a,,,,
7380,2376,Mary J. Blige,female,49,person,US,n/a,n/a,n/a,The Bronx,,
7381,2377,Rasmus Gozzi,,0,,,,,,,,
7382,2378,Charlotte Ella Gottová,female,14,person,CZ,n/a,n/a,Praha,n/a,,
7383,2379,Natalie Perez,female,33,person,,Buenos Aires,n/a,Buenos Aires,n/a,,
7384,2380,Aanysa,female,0,person,US,n/a,n/a,,,,
7385,2381,Sokko167,,0,,,,,,,,
7386,2382,Albozz,,0,,,,,,,,
7387,2383,Thái Đinh,female,0,person,VN,n/a,n/a,,,,
7388,2384,Le Boeuf,,0,,,,,,,,
7389,2385,Boy Peacemaker,,0,,,,,,,,
7390,2386,Little Big,mixed,7,group,RU,n/a,n/a,Sankt-Peterburg,n/a,,
7391,2387,Melisses,mixed,0,group,GR,n/a,n/a,,,,
7392,2388,Kauniit & Uhkarohkeat,mixed,18,group,FI,n/a,n/a,,,,
7393,2389,Feridun Düzağaç,male,51,person,TR,n/a,n/a,Adana,n/a,,
7394,2390,Alyssa Reid,female,27,person,,Toronto,n/a,Edmonton,n/a,,
7395,2391,Hiroji Miyamoto,male,54,person,JP,n/a,n/a,Kita,n/a,,
7396,2392,Dårlig Vane,mixed,0,group,NO,n/a,n/a,,,,
7397,2393,Jovem Dex,male,0,person,,,,,,,
7398,2394,Neves,,0,,,,,,,,
7399,2395,Natalia Jiménez,female,39,person,ES,n/a,n/a,Madrid,n/a,,
7400,2396,Chawki,,0,,,,,,,,
7401,2397,Endy Chow,male,40,person,HK,n/a,n/a,n/a,n/a,,
7402,2398,Beltito,male,0,person,PR,n/a,n/a,,,,
7403,2399,Lush & Simon,mixed,0,group,,Milan,n/a,,,,
7404,2400,Prakriti Kakar,female,0,person,IN,n/a,n/a,,,,
7405,2401,Amigdala,,0,,,,,,,,
7406,2402,Jeloz,male,20,person,,Cali,n/a,Cali,n/a,,
7407,2403,Doli & Penn,female,0,person,BD,n/a,n/a,,,,
7408,2404,Lil Xxel,male,37,person,,Miami Beach,n/a,New Orleans,n/a,,
7409,2405,Ben Mitkus,male,25,person,,,,n/a,n/a,,
7410,2406,Clemens,male,40,person,DK,n/a,n/a,Roskilde,n/a,,
7411,2407,Giang Pham,,0,,,,,,,,
7412,2408,Dave Roelvink,male,61,person,NL,n/a,n/a,Amsterdam,n/a,,
7413,2409,Veysel Mutlu,male,0,person,DE,n/a,n/a,,,,
7414,2410,Panamah,mixed,11,group,DK,n/a,n/a,,,,
7415,2411,Ung Cezar,,0,,,,,,,,
7416,2412,Den Unge Fleksnes,,10,,,,,,,,
7417,2413,DJ Luke Nasty,,0,,,,,,,,
7418,2414,Riki Sorsa,male,63,person,FI,n/a,n/a,Helsinki,n/a,Helsinki,n/a
7419,2415,AJ McLean,male,42,person,US,n/a,n/a,West Palm Beach,n/a,,
7420,2416,Fuck Boy,mixed,0,group,DE,n/a,n/a,,,,
7421,2417,Boyz II Men,mixed,32,group,US,n/a,n/a,Philadelphia,n/a,,
7422,2418,Cabas,male,42,person,CO,n/a,n/a,Barranquilla,n/a,,
7423,2419,Blow,mixed,6,group,FR,n/a,n/a,Paris,n/a,,
7424,2420,Nadav Guedj,male,21,person,FR,n/a,n/a,Paris,n/a,,
7425,2421,Fox Blanco,male,0,person,,,,,,,
7426,2422,MASE,male,44,person,,Atlanta,n/a,Jacksonville,n/a,,
